Age,PastEmployee,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime
49,No,Travel_Rarely,Research & Development,25,Life Sciences,3,Female,Laboratory Technician,Married,3211,1,No
39,No,Travel_Rarely,Research & Development,10,Medical,2,Male,Manufacturing Director,Married,5377,2,No
27,No,Travel_Rarely,Research & Development,19,Other,4,Male,Laboratory Technician,Divorced,4066,1,No
35,No,Travel_Rarely,Research & Development,18,Life Sciences,2,Male,Research Scientist,Married,5208,1,No
28,No,Travel_Rarely,Research & Development,27,Medical,2,Female,Manufacturing Director,Divorced,4877,0,No
21,No,Travel_Rarely,Research & Development,5,Medical,3,Male,Research Scientist,Single,3117,1,No
39,No,Travel_Rarely,Research & Development,3,Medical,3,Male,Laboratory Technician,Divorced,3069,0,No
40,No,Travel_Rarely,Research & Development,15,Life Sciences,1,Female,Manufacturing Director,Married,10435,1,No
35,No,Non-Travel,Research & Development,8,Life Sciences,3,Female,Healthcare Representative,Married,4148,1,No
37,No,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,Manufacturing Director,Married,5768,3,No
39,No,Travel_Frequently,Research & Development,4,Medical,1,Female,Manufacturing Director,Single,5042,0,No
45,No,Travel_Rarely,Research & Development,2,Other,4,Female,Manufacturing Director,Divorced,5770,1,No
38,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Manufacturing Director,Married,7756,3,Yes
37,No,Travel_Rarely,Research & Development,10,Medical,2,Female,Research Scientist,Married,3936,1,No
40,No,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,Manufacturing Director,Single,7945,6,Yes
48,No,Travel_Frequently,Research & Development,4,Medical,3,Male,Manager,Married,15202,2,No
24,No,Travel_Frequently,Research & Development,2,Technical Degree,1,Female,Research Scientist,Single,3760,1,Yes
27,No,Travel_Rarely,Research & Development,8,Medical,2,Female,Research Scientist,Married,3517,7,No
27,No,Travel_Frequently,Research & Development,2,Medical,4,Male,Research Scientist,Single,2580,2,No
40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,Single,2166,3,Yes
36,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,Healthcare Representative,Married,8008,4,No
25,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,Divorced,5206,1,No
39,No,Travel_Rarely,Research & Development,12,Medical,4,Male,Manufacturing Director,Married,5295,4,No
49,No,Travel_Rarely,Research & Development,22,Other,1,Female,Research Director,Married,16413,3,No
50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Research Director,Divorced,13269,5,No
34,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,Research Scientist,Divorced,5433,1,No
36,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,Single,2013,2,No
49,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,Healthcare Representative,Married,13966,2,Yes
36,No,Non-Travel,Research & Development,1,Medical,4,Female,Manufacturing Director,Married,4374,0,No
36,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,Healthcare Representative,Divorced,6842,6,No
54,No,Travel_Rarely,Research & Development,22,Medical,2,Female,Manager,Married,17426,3,No
43,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,Research Director,Married,17603,1,No
38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Research Scientist,Married,4735,7,No
32,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,Divorced,5470,0,No
49,No,Travel_Rarely,Research & Development,16,Medical,4,Female,Laboratory Technician,Divorced,2587,4,Yes
38,No,Travel_Frequently,Research & Development,2,Medical,4,Female,Laboratory Technician,Single,2440,1,No
49,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,Manager,Single,15379,4,No
36,No,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,Healthcare Representative,Married,5347,6,No
23,Yes,Travel_Rarely,Research & Development,8,Medical,4,Male,Laboratory Technician,Single,3989,1,Yes
38,No,Travel_Rarely,Research & Development,4,Medical,4,Female,Laboratory Technician,Married,3306,7,No
53,No,Travel_Rarely,Research & Development,24,Medical,2,Male,Healthcare Representative,Married,7005,3,No
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,Single,1393,1,No
26,No,Non-Travel,Research & Development,7,Medical,4,Male,Laboratory Technician,Single,2570,1,No
55,No,Travel_Rarely,Research & Development,22,Technical Degree,1,Male,Research Scientist,Divorced,3537,5,No
34,No,Travel_Rarely,Research & Development,5,Medical,2,Male,Laboratory Technician,Married,3986,1,No
60,No,Travel_Rarely,Research & Development,1,Medical,3,Male,Healthcare Representative,Divorced,10883,3,No
33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,Laboratory Technician,Married,2028,1,No
34,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Female,Research Scientist,Married,2929,1,No
44,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Healthcare Representative,Married,7879,1,Yes
35,No,Travel_Frequently,Research & Development,2,Medical,1,Male,Research Scientist,Single,4930,0,Yes
24,No,Travel_Rarely,Research & Development,9,Medical,3,Male,Research Scientist,Married,4401,1,No
29,No,Travel_Rarely,Research & Development,9,Medical,4,Female,Laboratory Technician,Married,2974,9,No
45,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,Healthcare Representative,Married,10748,3,No
26,No,Travel_Rarely,Research & Development,17,Medical,4,Male,Laboratory Technician,Married,2305,1,No
45,No,Travel_Rarely,Research & Development,28,Technical Degree,4,Female,Research Director,Single,16704,1,No
32,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,Research Scientist,Married,3433,6,No
31,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,Laboratory Technician,Married,3477,1,No
40,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,Manufacturing Director,Married,6516,2,Yes
24,No,Travel_Rarely,Research & Development,29,Medical,2,Male,Laboratory Technician,Divorced,3907,1,No
46,No,Travel_Rarely,Research & Development,13,Life Sciences,3,Male,Healthcare Representative,Single,5562,6,No
35,No,Travel_Rarely,Research & Development,27,Life Sciences,4,Male,Manufacturing Director,Married,6883,2,No
30,No,Travel_Rarely,Research & Development,16,Life Sciences,2,Male,Research Scientist,Married,2862,1,No
23,No,Travel_Rarely,Research & Development,4,Medical,3,Female,Laboratory Technician,Single,3295,1,No
31,No,Travel_Frequently,Research & Development,24,Technical Degree,4,Female,Manufacturing Director,Single,5238,2,No
39,No,Non-Travel,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,Married,6472,1,Yes
30,No,Travel_Frequently,Research & Development,2,Technical Degree,4,Female,Research Scientist,Single,4968,0,No
27,No,Travel_Rarely,Research & Development,8,Medical,3,Female,Research Scientist,Single,3445,1,No
29,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Healthcare Representative,Single,6294,8,Yes
34,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,Married,2932,0,Yes
38,No,Travel_Frequently,Research & Development,2,Medical,3,Female,Laboratory Technician,Married,2468,4,No
29,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,Research Scientist,Divorced,2109,1,No
30,No,Travel_Rarely,Research & Development,16,Life Sciences,3,Male,Healthcare Representative,Married,5294,3,No
32,No,Non-Travel,Research & Development,5,Technical Degree,2,Male,Research Scientist,Single,2718,2,No
38,No,Travel_Rarely,Research & Development,18,Medical,2,Male,Healthcare Representative,Married,5811,3,Yes
43,Yes,Travel_Frequently,Research & Development,17,Technical Degree,3,Male,Research Scientist,Married,2437,9,Yes
42,No,Travel_Rarely,Research & Development,12,Medical,2,Male,Laboratory Technician,Divorced,2766,8,No
55,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Director,Married,19038,8,No
33,No,Non-Travel,Research & Development,4,Technical Degree,4,Male,Research Scientist,Divorced,3055,5,No
41,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,Divorced,2289,1,No
53,No,Non-Travel,Research & Development,1,Medical,1,Female,Manufacturing Director,Married,12965,4,Yes
38,No,Travel_Rarely,Research & Development,6,Other,4,Female,Laboratory Technician,Married,3702,1,No
22,Yes,Travel_Rarely,Research & Development,8,Medical,3,Female,Laboratory Technician,Married,2398,1,Yes
51,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,Manager,Married,13116,2,No
46,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Director,Divorced,19328,7,Yes
36,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Healthcare Representative,Married,8321,7,Yes
44,Yes,Travel_Frequently,Research & Development,1,Medical,3,Male,Research Scientist,Divorced,2342,1,Yes
33,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Research Scientist,Married,3143,6,No
28,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,Research Scientist,Married,2044,1,No
39,No,Travel_Rarely,Research & Development,10,Medical,3,Male,Research Director,Single,13464,7,No
40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Laboratory Technician,Married,3377,4,No
42,No,Travel_Rarely,Research & Development,13,Medical,2,Male,Healthcare Representative,Married,5538,5,No
35,No,Non-Travel,Research & Development,2,Medical,2,Male,Manufacturing Director,Divorced,5762,2,No
34,Yes,Travel_Frequently,Research & Development,9,Life Sciences,4,Male,Laboratory Technician,Married,5346,4,No
37,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,Manufacturing Director,Single,4213,1,No
43,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,Research Scientist,Single,2438,4,No
41,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Male,Healthcare Representative,Single,6870,3,No
30,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Manufacturing Director,Single,9667,9,No
46,Yes,Travel_Rarely,Research & Development,21,Medical,4,Female,Healthcare Representative,Married,8926,4,No
40,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Healthcare Representative,Divorced,6513,4,No
35,No,Travel_Rarely,Research & Development,23,Medical,2,Male,Laboratory Technician,Married,2705,0,No
47,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,Manufacturing Director,Divorced,10333,8,Yes
40,No,Travel_Rarely,Research & Development,12,Life Sciences,2,Female,Healthcare Representative,Divorced,4448,2,No
54,No,Travel_Rarely,Research & Development,7,Medical,4,Female,Research Scientist,Married,6854,4,No
28,No,Travel_Rarely,Research & Development,1,Medical,3,Female,Research Scientist,Married,3591,1,No
58,No,Travel_Frequently,Research & Development,15,Life Sciences,1,Male,Research Director,Married,15787,2,Yes
18,No,Non-Travel,Research & Development,14,Medical,2,Female,Research Scientist,Single,1514,1,No
36,No,Travel_Rarely,Research & Development,2,Other,4,Female,Research Scientist,Married,6962,4,Yes
27,No,Travel_Frequently,Research & Development,5,Life Sciences,4,Female,Laboratory Technician,Single,2379,0,Yes
29,No,Travel_Frequently,Research & Development,20,Medical,4,Male,Laboratory Technician,Married,3812,1,No
42,No,Non-Travel,Research & Development,10,Technical Degree,3,Male,Research Scientist,Married,2936,3,No
47,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Female,Laboratory Technician,Single,2105,4,No
46,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,Divorced,8578,3,No
29,No,Travel_Rarely,Research & Development,29,Life Sciences,4,Male,Healthcare Representative,Divorced,6384,8,No
42,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Laboratory Technician,Single,3968,4,No
43,No,Travel_Rarely,Research & Development,6,Medical,1,Female,Manager,Married,19392,7,No
48,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Research Director,Married,19665,4,No
29,Yes,Travel_Frequently,Research & Development,24,Life Sciences,4,Male,Research Scientist,Single,2439,1,Yes
27,No,Travel_Frequently,Research & Development,15,Life Sciences,4,Female,Research Scientist,Married,4774,0,No
39,No,Travel_Rarely,Research & Development,19,Other,4,Male,Research Scientist,Divorced,3902,8,No
55,No,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,Research Scientist,Married,2662,8,No
22,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Research Scientist,Single,2472,1,Yes
31,No,Travel_Rarely,Research & Development,20,Life Sciences,2,Male,Laboratory Technician,Divorced,4197,1,No
29,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Laboratory Technician,Single,2062,3,No
37,No,Travel_Rarely,Research & Development,7,Medical,4,Male,Research Scientist,Married,4284,5,Yes
35,No,Travel_Rarely,Research & Development,16,Other,4,Female,Manufacturing Director,Married,4788,0,Yes
45,No,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,Manufacturing Director,Married,5906,0,No
40,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Manager,Divorced,16823,2,No
26,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Research Scientist,Married,2933,1,Yes
48,No,Travel_Frequently,Research & Development,22,Medical,4,Female,Manager,Divorced,17174,3,No
44,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Healthcare Representative,Married,5033,2,No
34,Yes,Non-Travel,Research & Development,16,Technical Degree,4,Male,Research Scientist,Married,2307,1,Yes
56,Yes,Travel_Rarely,Research & Development,24,Life Sciences,1,Male,Laboratory Technician,Single,2587,1,No
42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,Research Director,Married,13348,9,No
31,No,Travel_Rarely,Research & Development,4,Medical,1,Female,Laboratory Technician,Divorced,3978,8,No
26,No,Travel_Frequently,Research & Development,6,Other,3,Male,Laboratory Technician,Married,2544,0,No
45,No,Travel_Frequently,Research & Development,1,Medical,2,Male,Healthcare Representative,Single,5399,4,No
27,No,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,Research Scientist,Married,2226,1,No
34,No,Travel_Frequently,Research & Development,22,Other,3,Male,Research Scientist,Married,5747,1,Yes
47,No,Non-Travel,Research & Development,14,Technical Degree,3,Male,Research Scientist,Married,5467,8,No
39,No,Travel_Rarely,Research & Development,9,Medical,1,Male,Manufacturing Director,Married,5151,1,No
38,No,Travel_Frequently,Research & Development,8,Medical,4,Female,Research Scientist,Divorced,2133,1,Yes
32,Yes,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,Research Scientist,Single,2432,3,Yes
38,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,Research Scientist,Divorced,4771,2,No
49,No,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,Research Director,Married,19161,3,No
28,No,Non-Travel,Research & Development,16,Medical,3,Male,Research Scientist,Single,2144,1,No
31,No,Non-Travel,Research & Development,3,Medical,3,Male,Research Scientist,Divorced,3065,1,Yes
36,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,Married,2810,1,No
26,No,Travel_Rarely,Research & Development,1,Medical,3,Male,Laboratory Technician,Single,2867,0,No
29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Healthcare Representative,Married,5373,0,No
32,No,Non-Travel,Research & Development,15,Medical,3,Female,Healthcare Representative,Divorced,6667,5,No
31,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Research Scientist,Married,5003,1,No
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,Laboratory Technician,Divorced,2367,5,No
32,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Manufacturing Director,Single,9679,8,No
54,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,Research Scientist,Married,2897,3,No
33,No,Travel_Frequently,Research & Development,7,Life Sciences,4,Male,Healthcare Representative,Divorced,5968,1,No
43,No,Travel_Rarely,Research & Development,11,Life Sciences,1,Male,Healthcare Representative,Married,7510,1,No
31,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Laboratory Technician,Divorced,1129,1,Yes
42,No,Non-Travel,Research & Development,23,Life Sciences,4,Male,Research Scientist,Single,4332,1,No
31,No,Non-Travel,Research & Development,10,Medical,3,Female,Research Director,Married,11031,4,No
54,No,Travel_Rarely,Research & Development,10,Medical,3,Female,Manufacturing Director,Single,4440,6,Yes
24,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Healthcare Representative,Single,4617,1,No
23,No,Travel_Rarely,Research & Development,12,Other,4,Male,Laboratory Technician,Single,2647,1,No
40,No,Travel_Frequently,Research & Development,11,Technical Degree,4,Female,Laboratory Technician,Married,6323,1,No
30,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,Married,3748,1,No
25,No,Travel_Rarely,Research & Development,2,Other,4,Male,Laboratory Technician,Divorced,3977,6,Yes
47,No,Travel_Rarely,Research & Development,25,Medical,1,Male,Healthcare Representative,Single,8633,2,No
33,No,Non-Travel,Research & Development,1,Medical,2,Male,Laboratory Technician,Divorced,2008,1,No
38,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Manufacturing Director,Married,5321,2,No
42,No,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,Research Scientist,Divorced,5410,6,Yes
41,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,Married,2782,3,No
47,No,Non-Travel,Research & Development,1,Medical,3,Female,Research Director,Married,11957,0,No
35,No,Travel_Rarely,Research & Development,11,Medical,4,Male,Laboratory Technician,Married,2660,7,Yes
22,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,Single,3375,0,No
35,No,Travel_Rarely,Research & Development,9,Medical,2,Male,Research Scientist,Single,5098,1,No
33,No,Travel_Rarely,Research & Development,15,Medical,2,Female,Healthcare Representative,Married,4878,0,Yes
32,No,Travel_Rarely,Research & Development,29,Life Sciences,3,Female,Laboratory Technician,Single,2837,1,No
40,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,Married,2406,8,No
39,No,Travel_Rarely,Research & Development,24,Life Sciences,1,Male,Research Scientist,Single,4108,7,No
38,No,Travel_Rarely,Research & Development,10,Medical,2,Female,Research Director,Married,13206,3,No
37,No,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,Research Director,Married,13744,1,Yes
44,No,Travel_Rarely,Research & Development,1,Medical,2,Male,Research Scientist,Single,2436,6,Yes
39,No,Non-Travel,Research & Development,9,Life Sciences,4,Male,Manager,Single,19431,2,No
36,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,Manufacturing Director,Divorced,5131,7,No
56,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,Healthcare Representative,Divorced,6306,1,No
29,Yes,Travel_Rarely,Research & Development,1,Medical,1,Male,Research Scientist,Married,4787,9,Yes
42,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Manager,Married,18880,5,No
56,Yes,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,Laboratory Technician,Married,2339,8,No
41,No,Travel_Rarely,Research & Development,28,Life Sciences,1,Female,Manufacturing Director,Married,13570,0,No
32,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Research Scientist,Single,2439,1,No
40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Research Scientist,Single,2809,2,No
35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,Healthcare Representative,Married,5689,1,Yes
40,No,Travel_Rarely,Research & Development,2,Medical,3,Female,Research Scientist,Married,2001,2,No
35,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Research Scientist,Married,2977,1,No
29,No,Travel_Rarely,Research & Development,13,Other,4,Male,Laboratory Technician,Married,4025,4,Yes
29,No,Travel_Rarely,Research & Development,28,Medical,4,Female,Research Scientist,Single,3785,1,No
31,No,Non-Travel,Research & Development,5,Medical,2,Male,Manufacturing Director,Single,9936,0,No
36,No,Travel_Frequently,Research & Development,23,Medical,3,Male,Laboratory Technician,Married,2571,4,No
39,No,Travel_Rarely,Research & Development,6,Medical,4,Male,Healthcare Representative,Married,9991,4,No
27,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,Manufacturing Director,Married,6142,1,Yes
34,No,Travel_Rarely,Research & Development,8,Medical,2,Male,Laboratory Technician,Married,4404,2,No
41,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Female,Sales Executive,Single,5993,8,Yes
53,No,Travel_Rarely,Sales,2,Life Sciences,1,Female,Manager,Married,15427,2,No
36,Yes,Travel_Rarely,Sales,9,Life Sciences,3,Male,Sales Representative,Single,3407,7,No
42,No,Travel_Rarely,Sales,8,Marketing,3,Male,Sales Executive,Married,6825,0,No
46,No,Travel_Rarely,Sales,2,Marketing,2,Female,Manager,Single,18947,3,No
39,Yes,Travel_Rarely,Sales,5,Technical Degree,4,Male,Sales Representative,Married,2086,3,No
50,Yes,Travel_Rarely,Sales,3,Marketing,1,Male,Sales Representative,Married,2683,1,Yes
35,No,Travel_Rarely,Sales,2,Marketing,4,Female,Sales Representative,Married,2014,1,No
33,No,Travel_Frequently,Sales,1,Life Sciences,3,Female,Sales Executive,Married,5376,2,No
27,No,Travel_Frequently,Sales,8,Life Sciences,4,Male,Sales Executive,Single,8726,1,No
34,No,Non-Travel,Sales,23,Marketing,2,Male,Sales Executive,Single,4568,0,No
46,No,Travel_Frequently,Sales,5,Marketing,1,Male,Sales Executive,Single,5772,4,Yes
44,No,Travel_Rarely,Sales,1,Marketing,2,Female,Sales Executive,Divorced,5454,5,Yes
26,No,Travel_Rarely,Sales,23,Marketing,3,Female,Sales Executive,Married,4157,7,Yes
35,No,Travel_Frequently,Sales,18,Life Sciences,2,Male,Sales Executive,Married,9069,1,No
59,No,Travel_Rarely,Sales,25,Life Sciences,1,Female,Sales Executive,Single,7637,7,No
59,No,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Executive,Single,5473,7,No
35,No,Travel_Rarely,Sales,1,Marketing,3,Male,Sales Executive,Single,4312,0,No
55,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,Married,10239,3,No
23,No,Travel_Rarely,Sales,2,Technical Degree,3,Male,Sales Representative,Divorced,2322,3,No
46,Yes,Travel_Rarely,Sales,9,Medical,3,Male,Sales Executive,Single,9619,1,No
51,No,Travel_Rarely,Sales,21,Marketing,3,Male,Sales Executive,Single,5441,0,Yes
30,No,Travel_Rarely,Sales,4,Medical,3,Female,Sales Executive,Divorced,5209,1,Yes
32,No,Travel_Rarely,Sales,6,Medical,2,Male,Sales Executive,Single,5010,1,No
24,No,Travel_Rarely,Sales,3,Other,1,Female,Sales Executive,Married,4999,0,No
28,No,Non-Travel,Sales,4,Medical,2,Male,Sales Executive,Married,4221,1,No
58,No,Travel_Rarely,Sales,10,Medical,4,Male,Sales Executive,Single,13872,0,No
25,Yes,Travel_Rarely,Sales,5,Marketing,3,Male,Sales Executive,Single,5744,1,Yes
37,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,Sales Executive,Single,7428,2,No
36,No,Travel_Frequently,Sales,11,Technical Degree,2,Female,Sales Executive,Married,9738,0,No
43,No,Travel_Frequently,Sales,26,Life Sciences,3,Male,Manager,Married,16959,1,Yes
33,No,Non-Travel,Sales,22,Marketing,3,Male,Sales Executive,Married,6146,0,No
31,Yes,Travel_Rarely,Sales,6,Life Sciences,2,Male,Sales Executive,Married,6172,4,Yes
19,Yes,Travel_Rarely,Sales,22,Marketing,4,Male,Sales Representative,Single,1675,1,Yes
50,No,Travel_Frequently,Sales,12,Marketing,3,Female,Sales Executive,Single,9208,4,No
31,Yes,Travel_Rarely,Sales,20,Life Sciences,2,Female,Sales Executive,Married,4559,3,Yes
41,No,Travel_Rarely,Sales,9,Life Sciences,3,Male,Sales Executive,Divorced,8189,3,Yes
39,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,Sales Executive,Married,5902,4,No
25,No,Travel_Rarely,Sales,28,Life Sciences,1,Male,Sales Executive,Married,8639,2,No
32,No,Travel_Frequently,Sales,9,Medical,4,Male,Sales Executive,Divorced,4668,0,No
35,No,Travel_Rarely,Sales,1,Marketing,3,Male,Sales Executive,Married,7295,1,No
53,No,Travel_Rarely,Sales,6,Marketing,2,Male,Sales Representative,Married,2306,2,Yes
32,No,Travel_Frequently,Sales,8,Marketing,2,Female,Sales Executive,Single,8998,1,No
40,No,Travel_Rarely,Sales,4,Marketing,3,Male,Sales Executive,Married,10855,7,No
34,No,Travel_Frequently,Sales,2,Marketing,3,Female,Sales Representative,Married,2231,6,No
30,No,Travel_Rarely,Sales,5,Life Sciences,2,Female,Sales Executive,Married,9419,2,No
38,No,Travel_Rarely,Sales,1,Life Sciences,1,Female,Sales Executive,Single,8686,4,No
19,Yes,Travel_Frequently,Sales,1,Technical Degree,3,Female,Sales Representative,Single,2325,0,No
45,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,Sales Executive,Divorced,5006,4,Yes
46,No,Travel_Rarely,Sales,1,Marketing,2,Female,Sales Executive,Divorced,10453,1,No
41,Yes,Travel_Rarely,Sales,20,Marketing,2,Female,Sales Representative,Single,3140,1,Yes
29,Yes,Travel_Rarely,Sales,27,Marketing,2,Female,Sales Executive,Married,7639,1,No
32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,Sales Executive,Married,10400,1,No
27,No,Travel_Frequently,Sales,20,Life Sciences,4,Female,Sales Executive,Single,9981,1,No
41,No,Travel_Rarely,Sales,6,Life Sciences,4,Female,Manager,Single,13591,3,Yes
30,Yes,Travel_Frequently,Sales,26,Marketing,3,Female,Sales Executive,Single,6696,5,No
45,No,Non-Travel,Sales,6,Medical,4,Female,Sales Executive,Single,8865,6,No
54,No,Travel_Rarely,Sales,3,Marketing,4,Female,Sales Executive,Married,5940,2,No
38,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,Sales Executive,Divorced,10609,0,No
37,No,Travel_Frequently,Sales,4,Marketing,1,Male,Sales Representative,Divorced,2793,4,No
29,No,Travel_Frequently,Sales,1,Medical,2,Female,Sales Executive,Married,7918,1,No
35,No,Travel_Frequently,Sales,1,Marketing,3,Female,Sales Executive,Single,8789,1,No
50,No,Travel_Rarely,Sales,1,Medical,4,Female,Manager,Divorced,19517,3,No
43,No,Travel_Rarely,Sales,16,Marketing,4,Female,Manager,Married,16064,5,Yes
52,No,Non-Travel,Sales,2,Life Sciences,1,Male,Manager,Single,19068,1,Yes
32,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,Sales Representative,Married,3931,2,No
32,No,Non-Travel,Sales,26,Marketing,3,Male,Sales Executive,Married,4465,0,No
29,No,Travel_Rarely,Sales,20,Marketing,4,Male,Sales Executive,Divorced,6931,2,No
38,No,Non-Travel,Sales,2,Life Sciences,4,Male,Sales Executive,Married,5249,3,No
46,No,Travel_Rarely,Sales,2,Technical Degree,3,Female,Manager,Married,16872,3,Yes
29,No,Travel_Rarely,Sales,2,Medical,1,Male,Sales Executive,Married,6644,2,No
37,No,Travel_Rarely,Sales,6,Medical,3,Male,Sales Executive,Married,6502,4,No
38,No,Travel_Rarely,Sales,7,Medical,1,Female,Sales Executive,Divorced,5605,1,Yes
42,No,Travel_Rarely,Sales,1,Life Sciences,2,Male,Sales Executive,Married,4907,1,No
29,No,Travel_Frequently,Sales,2,Life Sciences,2,Male,Sales Executive,Single,4554,1,No
31,No,Travel_Frequently,Sales,5,Marketing,4,Female,Sales Representative,Divorced,2789,1,No
26,Yes,Travel_Rarely,Sales,4,Marketing,4,Male,Sales Executive,Single,5828,1,Yes
42,No,Travel_Frequently,Sales,26,Marketing,3,Female,Sales Executive,Married,13525,5,No
35,No,Travel_Rarely,Sales,16,Marketing,3,Male,Sales Executive,Married,8020,0,No
41,No,Travel_Rarely,Sales,2,Life Sciences,4,Male,Manager,Single,16015,1,No
18,No,Travel_Rarely,Sales,10,Medical,4,Female,Sales Representative,Single,1200,1,No
